Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\HabitSunrise\PCB_Project\Project Outputs for HabitSunrise\Pick Place for LED.csv

========================================================================================================================
File Design Information:

Date:       06/04/24
Time:       11:12
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C82","22uF","TopLayer","1206_Passive_Capacitor","5200.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C81","22uF","TopLayer","1206_Passive_Capacitor","4825.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C58","22uF","TopLayer","1206_Passive_Capacitor","4425.000","3200.000","90","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C69","22uF","TopLayer","1206_Passive_Capacitor","325.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C70","22uF","TopLayer","1206_Passive_Capacitor","700.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C71","22uF","TopLayer","1206_Passive_Capacitor","1075.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C72","22uF","TopLayer","1206_Passive_Capacitor","1450.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C73","22uF","TopLayer","1206_Passive_Capacitor","1825.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C74","22uF","TopLayer","1206_Passive_Capacitor","2200.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C75","22uF","TopLayer","1206_Passive_Capacitor","2575.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C76","22uF","TopLayer","1206_Passive_Capacitor","2950.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C77","22uF","TopLayer","1206_Passive_Capacitor","3325.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C78","22uF","TopLayer","1206_Passive_Capacitor","3700.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C79","22uF","TopLayer","1206_Passive_Capacitor","4075.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C80","22uF","TopLayer","1206_Passive_Capacitor","4450.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C84","22uF","TopLayer","1206_Passive_Capacitor","5950.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C85","22uF","TopLayer","1206_Passive_Capacitor","6325.000","2750.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"D69","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","500.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D70","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","875.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D71","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1250.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D72","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1625.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D73","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2000.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D74","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2375.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D75","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2750.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D76","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3125.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D77","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3500.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D78","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3875.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D79","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4250.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D80","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","4625.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D81","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5000.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D82","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5375.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D83","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","5750.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D84","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6125.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D85","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","6500.000","2800.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"C35","22uF","TopLayer","1206_Passive_Capacitor","325.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C36","22uF","TopLayer","1206_Passive_Capacitor","700.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C37","22uF","TopLayer","1206_Passive_Capacitor","1075.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C38","22uF","TopLayer","1206_Passive_Capacitor","1450.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C39","22uF","TopLayer","1206_Passive_Capacitor","1825.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C40","22uF","TopLayer","1206_Passive_Capacitor","2200.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C41","22uF","TopLayer","1206_Passive_Capacitor","2575.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C42","22uF","TopLayer","1206_Passive_Capacitor","2950.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C43","22uF","TopLayer","1206_Passive_Capacitor","3325.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C44","22uF","TopLayer","1206_Passive_Capacitor","3700.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C45","22uF","TopLayer","1206_Passive_Capacitor","4075.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C46","22uF","TopLayer","1206_Passive_Capacitor","4450.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C47","22uF","TopLayer","1206_Passive_Capacitor","4825.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C48","22uF","TopLayer","1206_Passive_Capacitor","5200.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C49","22uF","TopLayer","1206_Passive_Capacitor","5575.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C50","22uF","TopLayer","1206_Passive_Capacitor","5950.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"C51","22uF","TopLayer","1206_Passive_Capacitor","6325.000","3450.000","270","22uF ±10% 25V X5R 1206 Multilayer Ceramic Capacitors MLCC - SMD/SMT RoHS"
"D35","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","500.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D36","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","875.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D37","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1250.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D38","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","1625.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D39","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2000.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D40","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2375.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D41","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","2750.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D42","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3125.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
"D43","IN-PI55QATPRPGPBPW","TopLayer","SERIAL_LED_-_duplicate","3500.000","3500.000","90","LIGHT EMITTING DIODES (LED) RGB 620~630NM RED, 520~530NM GREEN, 465~475NM BLUE 600MCD@16MARED,1200MCD@16MAGREEN,300MCD@16MABLUE TOP VIEW SMD-4 ROHS"
